rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/saint_laurent,R. Kurt Osenlund,False,Slant Magazine,Rotten,2/4,2014-09-30,"No matter how much Bertrand Bonello varies his split screens, triptychs, and geometric screen divisions, he forgets that one of the most fashionable virtues is knowing when to leave."
m/the_grudge_2020,Molly Henery,False,The Blogging Banshee,Rotten,3/10,2020-01-04,"The Grudge lacks a solid mythos to build a terrifying story, resulting in a slow and lackluster start to 2020."
m/shadows-of-forgotten-ancestors,Film4 Staff,False,Film4,Fresh,,2003-05-24,"A truly remarkable phantasmagoria from Parodzhanov that unsurprisingly fell foul of the Soviet authorities, if only because of its abiding sense of Ukrainian nationalism."
m/1196178-patti_smith_dream_of_life,Laura Clifford,False,Reeling Reviews,Fresh,B+,2008-11-24,"Sebring took his time filming it and takes his time letting his film unfold, but he has captured it all with a lack of convention that mirrors its subject."
m/star_trek_into_darkness,David Edwards,False,Daily Mirror (UK),Fresh,4/5,2013-12-17,"The effects are exhilarating, even in these jaded post-3D days, and there are enough action set-pieces, humour and character development to distract from a plot that isn't exactly sci-fi's final frontier."
m/kill_bill_volume_2,Jay Boyar,True,Orlando Sentinel,Fresh,5/5,2004-04-16,"Although Vol. 2 certainly doesn't skimp on action, there's far less killing here than in Vol. 1. And as the themes deepen, the film assumes an unexpected poignancy."
m/snowpiercer,Dustin Putman,False,TheFilmFile.com,Fresh,3.5/4,2014-07-02,"""Snowpiercer"" is a rich, ravishing experience, a motion picture dripping in social consciousness and thematic intricacy without becoming preachy or losing sight of its other purpose as a rousing, robust entertainment."
m/sixth_day,Robert Cashill,True,Newsweek,Rotten,2/4,2008-06-18,The studios should enact their own '6th Day Law' prohibiting the carbon-copy duplication of elements from scenario to scenario.
m/guess_who,Vince Koehler,False,Entertainment Spectrum,Fresh,3/4,2005-04-14,I laughed at the interplay and think anyone should enjoy this fun film.
m/diggers,Christopher Null,False,Filmcritic.com,Rotten,2.5/5,2007-04-26,just writing this review makes me want to take a nap.
m/welcome_to_marwen,Bob Chipman,False,Escapist Magazine,Rotten,1/10,2018-12-29,"between this and Vice, perhaps Carell could stand to back away from the Oscar Bait for awhile."
m/lords_of_dogtown,Urban Cinefile Critics,False,Urban Cinefile,Rotten,,2005-08-30,"I found the never-ending circle of skates, booze, drugs and girls rather repetitive and boring, but skate-board fanatics will lap up every intense moment"
m/a_place_at_the_table_2013,Robert Roten,False,Laramie Movie Scope,Fresh,B+,2013-12-29,"The saddest story belongs to a single mother who got a full time job and is now off welfare, but can't afford to feed her children on her salary. This is one of those movies that will make you mad, or at least it should."
m/krystal,Todd Jorgenson,False,Cinemalogue,Rotten,,2018-04-20,What starts out as a sincere portrait of addiction and recovery is undermined by aggressively broad comedy.
m/captain_america_the_winter_soldier_2014,Kelechi Ehenulo,False,Confessions From A Geek Mind,Fresh,4/5,2020-07-16,Captain America: The Winter Soldier is a more grounded affair instead of something fantastical.
m/wind_that_shakes_the_barley,Marcy Dermansky,False,About.com,Fresh,3/5,2007-03-18,"At 124 minutes, the heartfelt drama comes across as pedantic and tedious. Cillian Murpy, fortunately, is such a fine actor, that by the end, his presence accomplishes Loach's mission. He makes the film work."
m/starsky_and_hutch,Richard Roeper,True,Ebert & Roeper,Fresh,,2004-03-01,[A] lot of fun from start to finish.
m/sicario_2015,Tomris Laffly,False,Movie Mezzanine,Fresh,2.5/4,2015-09-16,"This is a meticulously slick, brawny, and set-piece-packed film that provides Blunt with a ripe stage to wow us with her physical and visceral strength once again."
m/the_hangover_part_iii,Kirk Baird,False,Toledo Blade,Rotten,2.5/4,2013-05-24,The Hangover Part III is the encore to a concert that's gone on too long: You know what's coming and you can't wait for it to end.
m/birth,Willie Waffle,False,WaffleMovies.com,Rotten,0/4,2004-10-27,I think Nicole Kidman let the Lenny Kravitz lovin' distract her while reading the script for Birth.
m/embrace_of_the_serpent,Mark Demetrius,False,FILMINK (Australia),Fresh,20/20,2016-07-27,...a flawless masterpiece and essential viewing...
m/superfly_2018,Louise Keller,False,Urban Cinefile,Fresh,,2018-08-09,"It's the mood that sucks you in: statement hairstyles, attention-grabbing clothes, plenty of bling, cheesy dialogue punctuated by expletives, dim lighting, enticing soundtrack and oodles of attitude."
m/1037017-paradise,Chuck O'Leary,False,Fantastica Daily,Fresh,3/5,2005-10-21,
m/vincent_and_theo,Roger Ebert,True,Chicago Sun-Times,Fresh,3.5/4,2006-07-14,[A] film that generates the feeling that we are in the presence of a man in the act of creation.
m/shipping_news,Brian Webster,False,Apollo Guide,Fresh,78/100,2001-12-30,"Feels important, while also making you feel there are riches that remain untouched below the surface."
m/racing_dream,Roger Moore,True,Orlando Sentinel,Fresh,3/4,2010-05-19,"For casual race fans, Racing Dreams is a real eye-opener. And it's a darned entertaining way to get a handle on a sport that can seem like a bunch of cars doing circles for a crowd that seems most interested in seeing that next epic wreck."
m/maratsade,Michael Dequina,False,TheMovieReport.com,Fresh,3/5,2004-12-08,
m/guest_of_honour,Jak-Luke Sharp,False,Film Inquiry,Rotten,,2019-09-13,"Guest of Honour ultimately feels like a missed opportunity for both an intriguing character study on grief, and a compelling drama."
m/queen_of_hearts_2019,Alex Secker,False,Battle Royale With Cheese,Fresh,,2019-11-12,"Queen of Hearts is genuinely one of the more engrossing movies I've had the pleasure of watching this year. Genuinely skin-crawling, with some terrific performances and striking visuals, it is a movie I won't be forgetting in a hurry."
m/shaun_the_sheep_movie,Adam Fresco,False,Flicks.co.nz,Fresh,3/5,2015-03-26,"Shear away an imaginative adventure, and you're left with fluffy fun but lazy fare..."
m/straight_story,Erik Childress,False,eFilmCritic.com,Fresh,4/5,2000-01-01,
m/the_good_dinosaur,Matthew Bond,False,The Mail on Sunday (UK),Rotten,2/5,2017-10-26,"The characterisation is poor, the screenplay decidedly mediocre and the action repetitive."
m/seven_samurai_1956,Scott Weinberg,False,eFilmCritic.com,Fresh,5/5,2002-07-26,
m/1098734-loser,Lou Lumenick,True,New York Post,Rotten,,2000-01-01,Mind-numbingly witless.
m/statement,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Rotten,C+,2019-05-12,Jewison is not sure if he wants to make a chase or message film.
m/waking_sleeping_beauty,Moira MacDonald,True,Seattle Times,Rotten,2/4,2010-08-06,It's a not-so-great movie about some great movies.
m/love_simon,Dan Schindel,False,The Film Stage,Rotten,C,2018-03-15,"It's undeniably a good thing that it exists, that we have a wide-release movie that treats homosexuality as normal and natural, is about a gay kid, and even directed by a gay man. I just hope that it paves the way for better such movies down the line."
m/the_amazing_spider_man_2,Richard Corliss,True,TIME Magazine,Rotten,,2014-04-30,"Frantic and rote by turns, mislaying the power of the central love story and piling on the mutant adversaries. For at least this installment, Spider-Man is Amazing no more."
m/rattlesnake,Roger Moore,False,Movie Nation,Rotten,1.5/4,2019-10-25,"Quick and dirty Netflix thriller let down by a flat and unemotional performance by Carmen Ejogo, playing an allegedly frantic mom trying to save her child from Satan."
m/phone_booth,Ty Burr,True,Boston Globe,Fresh,3/4,2003-04-04,"Short, suspenseful, funny, and profane."
m/christopher_robin,Adam Graham,True,Detroit News,Rotten,C,2018-08-03,"Christopher Robin shows it's not easy to update a classic. In this case, doing nothing would have been the best thing to do."
m/on_the_basis_of_sex,Nora Lee Mandel,False,Film-Forward.com,Fresh,9/10,2018-12-31,Feel-good movie of the year on triumph over gender discrimination...Well captures the feeling of the period from 1955 to 1971 in Ginsburgs' lives ...in upbeat hagiography.
m/the_100_year_old_man_who_climbed_out_the_window_and_disappeared,T'Cha Dunlevy,False,Montreal Gazette,Fresh,3/5,2014-10-02,"It's not laugh-out-loud funny, but it's consistently amusing."
m/care_bears_movie,Richard Grenier,True,New York Times,Fresh,3/5,2003-05-21,This endearing movie's mottoes are: never stop caring. And: the best way to make friends is to be a friend yourself.
m/1074465-michael,Edward Johnson-Ott,False,NUVO Newsweekly,Fresh,3/5,2000-01-01,
m/1104038-double_take,Andrew O'Hehir,True,Salon.com,Rotten,,2001-01-12,"If you doze or play your GameBoy for an hour or so in the middle of the movie, you might find it an agreeable time-waster."
m/safety_not_guaranteed,Don Shanahan,False,25YL (25 Years Later),Fresh,4/5,2019-12-04,The proverbial pitch that we would laugh off becomes the jumping-off point for a unique and original comedy.
m/rocky_v,Geoff Andrew,True,Time Out,Rotten,,2006-02-09,"Whereas the first and far superior Rocky had real heart, this tries and fails to have brains."
m/10012141-kids_are_all_right,Charles Koplinski,False,Illinois Times,Fresh,4/4,2010-08-14,Kids more than just all right.
m/finding_bliss,Doris Toumarkine,False,Film Journal International,Rotten,,2010-06-04,"An idealistic East Coast film school grad encounters the L.A. porn business in this witless low-budget comedy. More exit-rated than X-rated, it's pretty limp."
m/submarine-2010,Margaret Pomeranz,False,At the Movies (Australia),Fresh,4/5,2011-09-08,"It just hits an eccentric, wry gorgeous note."
m/eddie_the_eagle,Ty Burr,True,Boston Globe,Fresh,3/4,2016-02-25,"The infectious ""Eddie the Eagle"" succeeds by mining both aspects of Edwards's story with an equally deft touch."
m/8_mile,Cherryl Dawson and Leigh Ann Palone,False,TheMovieChicks.com,Fresh,4/5,2002-11-08,"Say what you want about Eminem, but the guy has passion and a gift with words - the finale at the battle simply rocks the house."
m/diggers,Ethan Alter,False,Premiere Magazine,Rotten,2/4,2007-04-28,"When you reach the end of the film, you may find yourself wondering whether these minor pleasures amount to anything more substantial and the sad reality is that they really don't."
m/fantastic_beasts_and_where_to_find_them,Brittany N. Williams,False,Black Nerd Problems,Rotten,5/10,2018-06-13,"Great if you fear change but if you're looking for depth, fresh eyes, or diversity, this ain't the film for you."
m/the_campaign,Adam Lee Davies,True,Little White Lies,Rotten,2/5,2012-09-27,All sounds a bit dj vu. Didn't they make this in the late-'90s with Chris Farley and David Spade?
m/1013227-manchurian_candidate,Witney Seibold,False,CraveOnline,Fresh,,2016-06-03,"""The Manchurian Candidate"" is striking in its hard edge. This is not a slick, subtle dissection of modern politics. This is a fist to the face."
m/still_alice,Audrey Cerchiara,False,Bust Magazine,Rotten,,2017-03-08,Polished but forgettable.
m/stuart_saves_his_family,Jonathan Rosenbaum,True,Chicago Reader,Fresh,,2008-05-14,"Even if you find Franken hard to bear, as I do, the movie's take on how he functions in the world is both authoritative and compelling, and the movie steadily grows in stature."
m/zero_dark_thirty,Molly Templeton,False,Eugene Weekly (OR),Fresh,,2019-02-26,"The story [Kathryn] Bigelow and [Mark] Boal tell is an ugly one, brutal, disconnected, horribly human, but what makes the film such an exceptional piece of work is the way they center it in the quietest moments:"
m/ice_age_continental_drift,Brett Michel,False,Boston Phoenix,Rotten,2/4,2012-07-13,You've seen it all before.
m/1175072-license_to_wed,Ella Taylor,True,Village Voice,Rotten,,2007-07-05,A blitzed-looking man stumbling out of a screening of this dreadful excuse for unromantic comedy volunteered that the best part of the movie was when Robin Williams got socked in the jaw. Couldn't agree more...
m/rules_of_attraction,Pablo Villaça,False,Cinema em Cena,Fresh,5/5,2004-10-16,"Atuaes surpreendemente eficazes, uma trilha sonora espetacular, um roteiro inteligente e cido e a direo intensa de Avary criam um filme absolutamente imperdvel."
m/1110242-collateral_damage,Jason Anderson,False,eye WEEKLY,Rotten,1/5,2002-02-16,"Like the excruciating End of Days, Collateral Damage presents Schwarzenegger as a tragic figure, but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions."
m/louder_than_bombs_2016,Oliver Jones,True,Observer,Fresh,4/4,2016-04-26,"There are moments of almost unspeakable beauty in the film, not the least of which are Isabelle's war zone photographs. Like the movie itself, they dare you to look away but award you deeply for baring witness."
m/1131721-punisher,Keith Phipps,True,AV Club,Rotten,,2004-04-15,A revenge scenario so simple it could have been created on a playground.
m/kumiko_the_treasure_hunter,Joe Bendel,False,Epoch Times,Fresh,4.5/5,2016-05-24,"Unfortunately, Treasure opened too early in the year for short attention span Academy members, because Rinko Kikuchi seriously merits consideration for her second Oscar nom."
m/whered_you_go_bernadette,Richard Roeper,True,Chicago Sun-Times,Rotten,2/4,2019-08-15,"Cate Blanchett is unquestionably one of the great actors of our time. Through the years, I can't imagine I've ever been underwhelmed by any film performance she's ever delivered. Until now."
